genre,color,top,left,font_size,run_date
jazz boom bap,"rgb(140, 136, 131)",4671px,1126px,103%,20211202
cornish folk,"rgb(78, 150, 18)",15202px,738px,100%,20211202
kazakh indie,"rgb(149, 142, 49)",6410px,876px,100%,20211202
norwegian punk,"rgb(197, 99, 35)",10169px,427px,100%,20211202
indie psych-pop,"rgb(144, 139, 84)",9813px,448px,101%,20211202
georgian pop,"rgb(136, 144, 34)",11026px,699px,100%,20211202
new wave,"rgb(183, 115, 40)",4803px,602px,112%,20211202
australian hardcore,"rgb(226, 78, 69)",9520px,298px,100%,20211202
funana,"rgb(183, 134, 22)",3348px,1110px,100%,20211202
vocal harmony group,"rgb(70, 143, 14)",17692px,908px,101%,20211202
ambient industrial,"rgb(121, 107, 177)",12194px,319px,100%,20211202
persian electronic,"rgb(151, 150, 151)",2924px,1062px,100%,20211202
disney portugues brasil,"rgb(134, 142, 27)",10013px,750px,100%,20211202
tongan pop,"rgb(107, 152, 46)",11933px,878px,100%,20211202
folclore castilla y leon,"rgb(113, 148, 37)",14431px,812px,100%,20211202
christelijk,"rgb(98, 150, 69)",12862px,387px,101%,20211202
italian disco,"rgb(189, 128, 50)",2003px,938px,103%,20211202
deep soft rock,"rgb(120, 143, 40)",10474px,707px,100%,20211202
washington indie,"rgb(142, 130, 58)",12108px,510px,102%,20211202
bossa nova jazz,"rgb(116, 149, 94)",12322px,894px,100%,20211202
kyushu indie,"rgb(173, 124, 25)",8198px,501px,100%,20211202
psychedelic punk,"rgb(187, 102, 97)",10543px,327px,100%,20211202
neo soul-jazz,"rgb(140, 139, 22)",7004px,918px,100%,20211202
shaabi,"rgb(176, 123, 4)",7341px,849px,101%,20211202
indie canario,"rgb(164, 128, 40)",8505px,584px,100%,20211202
guitar case,"rgb(143, 140, 25)",7535px,644px,100%,20211202
portuguese early music,"rgb(45, 162, 94)",19406px,302px,100%,20211202
precure,"rgb(167, 129, 77)",5362px,516px,100%,20211202
canti alpini,"rgb(107, 141, 18)",14051px,576px,100%,20211202
ecuadorian indie,"rgb(149, 140, 55)",7193px,736px,100%,20211202
native american,"rgb(98, 141, 90)",14272px,591px,101%,20211202
strut,"rgb(186, 125, 35)",2342px,977px,101%,20211202
orkney and shetland folk,"rgb(101, 163, 81)",16051px,499px,100%,20211202
musica infantil catala,"rgb(110, 150, 34)",12249px,991px,100%,20211202
japanese bedroom pop,"rgb(133, 143, 41)",9393px,878px,100%,20211202
croatian folk,"rgb(111, 149, 20)",14490px,525px,100%,20211202
turkish deep house,"rgb(180, 143, 83)",1942px,1030px,102%,20211202
jersey club,"rgb(180, 134, 60)",2130px,1167px,100%,20211202
dutch tech house,"rgb(194, 136, 179)",577px,1343px,100%,20211202
alandsk musik,"rgb(128, 141, 57)",12286px,486px,100%,20211202
post-minimalism,"rgb(50, 163, 180)",18142px,385px,102%,20211202
koto,"rgb(55, 168, 177)",19915px,912px,100%,20211202
neru,"rgb(46, 150, 197)",17639px,268px,100%,20211202
avant-rock,"rgb(154, 111, 116)",12035px,477px,100%,20211202
deep liquid,"rgb(210, 142, 173)",1277px,1023px,100%,20211202
folk siciliana,"rgb(117, 148, 27)",12016px,778px,100%,20211202
austrian indie,"rgb(135, 148, 36)",8137px,738px,100%,20211202
australian electropop,"rgb(174, 139, 45)",3560px,764px,104%,20211202
brighton indie,"rgb(170, 125, 54)",7694px,456px,102%,20211202
danish pop rock,"rgb(152, 136, 11)",6716px,762px,102%,20211202
turkish metal,"rgb(196, 104, 64)",6595px,389px,101%,20211202
powerviolence,"rgb(222, 50, 130)",9792px,213px,100%,20211202
scottish smallpipe,"rgb(118, 147, 122)",12875px,233px,100%,20211202
euroska,"rgb(175, 124, 27)",8554px,979px,100%,20211202
french psychedelic,"rgb(163, 139, 97)",6397px,492px,101%,20211202
musica eletronica brasileira,"rgb(158, 147, 103)",3281px,1058px,100%,20211202
indie garage rock,"rgb(174, 122, 85)",8999px,438px,105%,20211202
string orchestra,"rgb(42, 168, 144)",18406px,314px,100%,20211202
balkan beats,"rgb(179, 130, 73)",3757px,1019px,101%,20211202
deep groove house,"rgb(209, 124, 104)",1189px,1165px,106%,20211202
vintage hollywood,"rgb(75, 140, 30)",19042px,776px,100%,20211202
bebop,"rgb(86, 145, 109)",17427px,924px,104%,20211202
romanian classical piano,"rgb(34, 166, 216)",20365px,548px,100%,20211202
trecento,"rgb(25, 175, 62)",20069px,246px,100%,20211202
swiss classical piano,"rgb(25, 165, 212)",20403px,423px,100%,20211202
musica pernambucana,"rgb(164, 129, 22)",10740px,890px,100%,20211202
california hardcore,"rgb(223, 71, 56)",10386px,280px,101%,20211202
german metal,"rgb(216, 89, 39)",5350px,259px,105%,20211202
mexican metal,"rgb(223, 83, 59)",7143px,267px,100%,20211202
mento,"rgb(138, 124, 18)",14384px,1160px,100%,20211202
pop rap brasileiro,"rgb(145, 148, 3)",10827px,996px,103%,20211202
buffalo ny metal,"rgb(228, 66, 92)",9912px,237px,101%,20211202
deep norteno,"rgb(178, 140, 6)",9640px,962px,101%,20211202
irish metal,"rgb(208, 85, 87)",7534px,174px,101%,20211202
italian romanticism,"rgb(45, 151, 54)",20136px,342px,101%,20211202
classic moroccan pop,"rgb(170, 121, 29)",12310px,840px,100%,20211202
rock cristao fluminense,"rgb(192, 117, 21)",5820px,319px,100%,20211202
roots americana,"rgb(144, 140, 8)",10433px,655px,103%,20211202
uk americana,"rgb(124, 145, 13)",12634px,530px,103%,20211202
seiyu,"rgb(208, 116, 24)",3057px,454px,101%,20211202
new england emo,"rgb(180, 116, 32)",7780px,321px,101%,20211202
north carolina metal,"rgb(209, 88, 80)",9158px,221px,100%,20211202
cumbia ranchera,"rgb(183, 133, 2)",6194px,954px,102%,20211202
atmospheric doom,"rgb(162, 119, 127)",9936px,151px,100%,20211202
punjabi pop,"rgb(196, 126, 5)",7525px,1008px,107%,20211202
guitarra argentina,"rgb(59, 167, 148)",18962px,1080px,100%,20211202
rap francais,"rgb(166, 145, 3)",8419px,1099px,110%,20211202
andalusian classical,"rgb(90, 153, 22)",15998px,567px,100%,20211202
brazilian black metal,"rgb(209, 68, 120)",10071px,108px,100%,20211202
charred death,"rgb(222, 68, 110)",7486px,135px,100%,20211202
saraiki pop,"rgb(194, 116, 4)",8250px,870px,100%,20211202
cumbia lagunera,"rgb(180, 139, 9)",7476px,1137px,101%,20211202
finnish drill,"rgb(145, 153, 10)",4048px,1146px,100%,20211202
baps,"rgb(102, 146, 6)",15178px,890px,100%,20211202
jamgrass,"rgb(143, 138, 64)",12596px,788px,101%,20211202
canto popular uruguayo,"rgb(108, 150, 15)",15601px,944px,101%,20211202
dansk comedy,"rgb(151, 103, 2)",14939px,1117px,100%,20211202
southern americana,"rgb(132, 145, 13)",11840px,527px,100%,20211202
west african jazz,"rgb(165, 137, 41)",12544px,936px,100%,20211202
gothenburg metal,"rgb(222, 83, 87)",5746px,201px,101%,20211202
new wave of speed metal,"rgb(233, 68, 86)",7498px,154px,100%,20211202
comedia,"rgb(116, 110, 4)",17374px,1156px,100%,20211202
ugandan pop,"rgb(193, 136, 6)",5444px,1088px,100%,20211202
peruvian hip hop,"rgb(176, 132, 3)",9928px,1122px,101%,20211202
funk capixaba,"rgb(195, 130, 6)",6868px,1279px,100%,20211202
kaba gaida,"rgb(114, 148, 133)",17586px,246px,100%,20211202
lesotho traditional,"rgb(171, 134, 3)",6458px,816px,100%,20211202
surinamese hip hop,"rgb(161, 148, 2)",6704px,1169px,100%,20211202
corridos classicos,"rgb(152, 139, 3)",11996px,1055px,102%,20211202
bloco,"rgb(185, 114, 13)",8828px,920px,100%,20211202
demoscene,"rgb(152, 134, 153)",5214px,834px,100%,20211202
erotica,"rgb(79, 162, 192)",10511px,788px,100%,20211202
swedish metalcore,"rgb(233, 84, 21)",2660px,203px,101%,20211202
progressive technical death metal,"rgb(227, 76, 138)",8283px,165px,100%,20211202
finnish melodeath,"rgb(222, 93, 86)",4433px,142px,101%,20211202
new wave of thrash metal,"rgb(241, 68, 59)",6862px,256px,100%,20211202
american primitive,"rgb(89, 162, 191)",15984px,596px,100%,20211202
french folk,"rgb(84, 153, 20)",16025px,810px,100%,20211202
czech contemporary classical,"rgb(35, 159, 121)",19186px,369px,100%,20211202
kinderliedjies,"rgb(109, 144, 12)",11722px,993px,100%,20211202
german indie,"rgb(159, 132, 33)",7474px,664px,103%,20211202
jazz accordion,"rgb(104, 149, 110)",14730px,861px,100%,20211202
indonesian indie,"rgb(162, 133, 36)",7608px,572px,105%,20211202
compositional ambient,"rgb(47, 162, 190)",17704px,333px,106%,20211202
portuguese folk,"rgb(98, 154, 35)",14210px,574px,100%,20211202
bergen indie,"rgb(161, 133, 46)",7030px,553px,102%,20211202
rock kapak,"rgb(164, 132, 24)",6979px,576px,102%,20211202
latvian folk,"rgb(101, 151, 32)",13558px,550px,100%,20211202
waiata maori,"rgb(117, 145, 18)",10987px,771px,100%,20211202
baroque,"rgb(43, 164, 118)",18645px,397px,104%,20211202
steelpan,"rgb(137, 138, 155)",10803px,900px,100%,20211202
australian reggae fusion,"rgb(158, 138, 30)",8517px,846px,102%,20211202
disco,"rgb(157, 123, 21)",8188px,861px,111%,20211202
garage psych,"rgb(172, 120, 98)",9318px,364px,102%,20211202
musica andina colombiana,"rgb(136, 148, 38)",12115px,1049px,100%,20211202
kwaito,"rgb(185, 131, 30)",2578px,1126px,100%,20211202
swiss techno,"rgb(176, 148, 205)",410px,1338px,100%,20211202
melodic techno,"rgb(175, 154, 206)",619px,1279px,101%,20211202
minimal tech house,"rgb(175, 143, 197)",602px,1382px,102%,20211202
svensk lovsang,"rgb(107, 145, 9)",12757px,607px,100%,20211202
musica antigua,"rgb(43, 163, 90)",18459px,484px,100%,20211202
russian contemporary classical,"rgb(35, 154, 143)",19585px,350px,100%,20211202
slam poetry,"rgb(116, 125, 9)",14198px,1075px,100%,20211202
modern performance,"rgb(44, 148, 115)",18390px,358px,100%,20211202
middle eastern traditional,"rgb(101, 149, 107)",17321px,731px,100%,20211202
modern string quartet,"rgb(40, 166, 118)",18776px,338px,100%,20211202
salon music,"rgb(57, 164, 129)",17321px,454px,100%,20211202
swedish tropical house,"rgb(178, 141, 80)",2382px,878px,102%,20211202
andean flute,"rgb(131, 151, 89)",11595px,741px,100%,20211202
marching band,"rgb(98, 126, 168)",15878px,594px,100%,20211202
black punk,"rgb(204, 89, 48)",8813px,399px,100%,20211202
early avant garde,"rgb(17, 168, 199)",19597px,776px,101%,20211202
malaysian indie,"rgb(167, 128, 29)",8358px,527px,101%,20211202
etherpop,"rgb(131, 146, 57)",10098px,514px,104%,20211202
hyperpop francais,"rgb(135, 154, 41)",5513px,855px,101%,20211202
indie viet,"rgb(112, 152, 29)",11842px,743px,101%,20211202
belgian rock,"rgb(153, 133, 35)",7965px,615px,102%,20211202
electropop,"rgb(168, 138, 34)",4210px,762px,123%,20211202
hard house,"rgb(235, 101, 169)",767px,991px,100%,20211202
turkce trap metal,"rgb(166, 136, 30)",4471px,865px,100%,20211202
oceania soundtrack,"rgb(61, 159, 188)",14661px,208px,101%,20211202
permanent wave,"rgb(170, 120, 33)",8615px,490px,120%,20211202
sotalaulut,"rgb(113, 133, 40)",14540px,760px,100%,20211202
fort worth indie,"rgb(163, 126, 71)",7461px,429px,100%,20211202
yowapeda,"rgb(170, 122, 101)",6115px,385px,100%,20211202
emo rap,"rgb(145, 150, 19)",5695px,836px,111%,20211202
beatboxing,"rgb(173, 125, 43)",4631px,1049px,100%,20211202
bass trap,"rgb(190, 136, 70)",2935px,836px,106%,20211202
dark wave,"rgb(180, 120, 89)",3665px,467px,102%,20211202
deep flow,"rgb(168, 126, 39)",6853px,1004px,100%,20211202
chinese viral pop,"rgb(150, 151, 29)",5919px,816px,103%,20211202
smooth jazz,"rgb(136, 143, 116)",8653px,928px,103%,20211202
quiet storm,"rgb(147, 126, 15)",9738px,838px,111%,20211202
study beats,"rgb(111, 157, 191)",7563px,1126px,102%,20211202
hungarian techno,"rgb(189, 132, 197)",631px,1350px,100%,20211202
vintage broadway,"rgb(78, 141, 15)",17532px,785px,100%,20211202
parody,"rgb(145, 119, 7)",11220px,936px,102%,20211202
german classical piano,"rgb(33, 159, 189)",19491px,713px,100%,20211202
chilean rock,"rgb(160, 130, 22)",9061px,738px,104%,20211202
russian modern classical,"rgb(40, 150, 162)",19463px,387px,101%,20211202
russian jazz,"rgb(90, 141, 88)",16369px,760px,100%,20211202
raga rock,"rgb(129, 136, 114)",12182px,458px,100%,20211202
tropical house,"rgb(193, 134, 53)",2354px,876px,122%,20211202
pinoy reggae,"rgb(156, 130, 16)",8443px,846px,102%,20211202
balkan drill,"rgb(157, 147, 13)",5281px,987px,100%,20211202
deep orgcore,"rgb(209, 95, 49)",8517px,358px,100%,20211202
austrian hip hop,"rgb(174, 128, 24)",8044px,977px,100%,20211202
new romantic,"rgb(180, 119, 35)",3983px,696px,110%,20211202
sad lo-fi,"rgb(114, 154, 64)",8852px,932px,109%,20211202
libyan pop,"rgb(174, 119, 22)",8002px,851px,100%,20211202
burundian traditional,"rgb(112, 129, 83)",13431px,1174px,100%,20211202
marimba mexicana,"rgb(151, 143, 87)",11446px,1119px,100%,20211202
russian electronic,"rgb(161, 143, 160)",3215px,946px,102%,20211202
uk experimental electronic,"rgb(146, 131, 172)",8164px,638px,101%,20211202
hollywood,"rgb(93, 141, 22)",15852px,557px,108%,20211202
irish folk,"rgb(95, 152, 24)",15284px,668px,102%,20211202
vaudeville,"rgb(70, 145, 35)",19121px,1047px,100%,20211202
neo-pagan,"rgb(99, 152, 41)",13704px,620px,100%,20211202
kenyan traditional,"rgb(83, 143, 31)",16210px,1075px,100%,20211202
deep german punk,"rgb(206, 101, 37)",7132px,366px,100%,20211202
yuri,"rgb(178, 127, 93)",5015px,586px,100%,20211202
funeral doom,"rgb(162, 121, 124)",9744px,201px,100%,20211202
limerick indie,"rgb(158, 128, 36)",8113px,442px,100%,20211202
classic french pop,"rgb(155, 132, 11)",9011px,810px,101%,20211202
vaikiskos dainos,"rgb(131, 148, 21)",10432px,1043px,100%,20211202
nashville singer-songwriter,"rgb(124, 128, 30)",13261px,534px,102%,20211202
shimmer pop,"rgb(167, 136, 49)",4592px,572px,105%,20211202
skramz,"rgb(196, 93, 111)",10356px,257px,100%,20211202
deep neo-synthpop,"rgb(191, 130, 72)",1799px,718px,100%,20211202
djembe,"rgb(154, 122, 155)",14331px,1265px,100%,20211202
italo house,"rgb(195, 123, 97)",1474px,1097px,100%,20211202
bornehistorier,"rgb(84, 122, 4)",15363px,1108px,100%,20211202
virginia hip hop,"rgb(164, 125, 15)",7663px,1075px,102%,20211202
memphis soul,"rgb(122, 133, 23)",12448px,882px,104%,20211202
brazilian percussion,"rgb(176, 120, 67)",11368px,1038px,100%,20211202
native american hip hop,"rgb(166, 130, 14)",7128px,1017px,100%,20211202
musicas espiritas,"rgb(83, 160, 71)",14443px,532px,100%,20211202
irish gaelic folk,"rgb(47, 171, 20)",18248px,594px,100%,20211202
christmas instrumental,"rgb(71, 161, 169)",15654px,825px,101%,20211202
lds,"rgb(69, 156, 80)",16183px,431px,101%,20211202
happy hardcore,"rgb(228, 101, 81)",1838px,664px,102%,20211202
nyc pop,"rgb(141, 143, 19)",8064px,778px,104%,20211202
soundtrack,"rgb(62, 155, 191)",15257px,230px,108%,20211202
denton tx indie,"rgb(162, 124, 59)",10408px,403px,101%,20211202
italian occult psychedelia,"rgb(134, 119, 177)",12108px,256px,100%,20211202
swedish post-punk,"rgb(186, 112, 48)",7473px,452px,100%,20211202
turkish edm,"rgb(191, 141, 94)",1548px,1129px,102%,20211202
tatar pop,"rgb(180, 136, 5)",5280px,728px,101%,20211202
villancicos,"rgb(131, 139, 41)",10679px,902px,100%,20211202
funk,"rgb(149, 123, 29)",10493px,894px,110%,20211202
nyahbinghi,"rgb(135, 130, 70)",10027px,1131px,100%,20211202
ukg revival,"rgb(196, 125, 110)",1985px,1258px,101%,20211202
jazz rap,"rgb(165, 119, 47)",6182px,1108px,103%,20211202
oriental classical,"rgb(36, 160, 144)",19345px,358px,100%,20211202
disney italiano,"rgb(92, 143, 7)",16025px,672px,100%,20211202
american 21st century classical,"rgb(42, 160, 126)",18897px,323px,100%,20211202
vintage swedish pop,"rgb(92, 147, 23)",16299px,810px,100%,20211202
dutch edm,"rgb(211, 124, 98)",1747px,859px,106%,20211202
bouncy house,"rgb(226, 106, 100)",1363px,940px,101%,20211202
latin alternative,"rgb(175, 128, 18)",6166px,774px,114%,20211202
armenian folk,"rgb(150, 138, 46)",10816px,664px,100%,20211202
latin rock,"rgb(175, 127, 24)",6140px,641px,113%,20211202
reading indie,"rgb(176, 125, 51)",5174px,389px,101%,20211202
chalga,"rgb(193, 130, 29)",2976px,936px,101%,20211202
punk euskera,"rgb(225, 91, 31)",5263px,442px,100%,20211202
pop electronico,"rgb(173, 138, 44)",3295px,812px,102%,20211202
coventry indie,"rgb(187, 113, 26)",4274px,562px,100%,20211202
arab groove,"rgb(141, 138, 48)",10594px,840px,100%,20211202
muzica ardeleneasca,"rgb(111, 157, 11)",15613px,589px,100%,20211202
aesthetic rap,"rgb(145, 149, 18)",5067px,1040px,108%,20211202
electronica peruana,"rgb(191, 137, 170)",794px,1367px,100%,20211202
musique concrete,"rgb(75, 112, 120)",17242px,409px,100%,20211202
samba paulista,"rgb(150, 134, 5)",11921px,878px,101%,20211202
talentkonkurranse,"rgb(127, 147, 6)",11803px,534px,100%,20211202
red dirt,"rgb(160, 137, 4)",7804px,521px,102%,20211202
assamese pop,"rgb(160, 139, 9)",11000px,762px,101%,20211202
twoubadou,"rgb(160, 141, 9)",8803px,958px,100%,20211202
deutschrock,"rgb(222, 94, 11)",5438px,367px,101%,20211202
anthem emo,"rgb(204, 105, 14)",4671px,300px,103%,20211202
glam metal,"rgb(206, 96, 22)",7082px,304px,108%,20211202
riddim,"rgb(185, 136, 5)",10976px,1102px,101%,20211202
trap tuga,"rgb(147, 152, 12)",10643px,1079px,101%,20211202
irish drill,"rgb(150, 139, 11)",5946px,1244px,100%,20211202
salsa urbana,"rgb(206, 132, 11)",7091px,1047px,100%,20211202
deep power-pop punk,"rgb(219, 87, 27)",7449px,317px,100%,20211202
classic punjabi pop,"rgb(185, 117, 9)",11532px,991px,100%,20211202
russian thrash metal,"rgb(228, 81, 45)",4630px,323px,100%,20211202
christian symphonic metal,"rgb(187, 107, 66)",7731px,183px,100%,20211202
hard rock mexicano,"rgb(197, 111, 28)",5929px,338px,100%,20211202
australian metal,"rgb(217, 79, 89)",7094px,185px,100%,20211202
metal paranaense,"rgb(217, 80, 93)",8185px,217px,100%,20211202
mexican pop punk,"rgb(212, 104, 12)",4565px,335px,102%,20211202
trap dominicano,"rgb(174, 141, 2)",7882px,1135px,102%,20211202
dancehall,"rgb(179, 136, 3)",9417px,1113px,106%,20211202
izvorna muzika,"rgb(187, 122, 6)",12868px,842px,100%,20211202
czech metal,"rgb(223, 89, 63)",6040px,265px,100%,20211202
baglama,"rgb(111, 152, 32)",15098px,723px,101%,20211202
funk bh,"rgb(146, 150, 2)",9938px,1279px,104%,20211202
deep regional mexican,"rgb(160, 136, 3)",11922px,1073px,106%,20211202
classical soprano,"rgb(46, 158, 28)",20111px,344px,100%,20211202
canadian comedy,"rgb(144, 81, 7)",17348px,1090px,100%,20211202
boy soprano,"rgb(28, 171, 57)",20008px,272px,100%,20211202
folclore jujeno,"rgb(120, 149, 21)",14149px,936px,100%,20211202
puerto rican folk,"rgb(142, 136, 13)",13867px,993px,100%,20211202
metal gaucho,"rgb(222, 75, 74)",7314px,226px,100%,20211202
swiss metal,"rgb(217, 85, 75)",5623px,213px,101%,20211202
albanian iso polyphony,"rgb(78, 150, 4)",19646px,312px,100%,20211202
north carolina emo,"rgb(195, 110, 28)",6484px,302px,100%,20211202
guatemalan metal,"rgb(205, 89, 79)",8566px,226px,100%,20211202
musica wixarika,"rgb(144, 157, 7)",11470px,1102px,100%,20211202
clean comedy,"rgb(159, 73, 4)",17004px,989px,101%,20211202
deconstructed club,"rgb(151, 132, 135)",8150px,641px,102%,20211202
speedrun,"rgb(140, 147, 180)",5292px,767px,104%,20211202
doujin,"rgb(180, 129, 98)",3861px,792px,100%,20211202
mexican experimental,"rgb(123, 134, 172)",12196px,521px,100%,20211202
electronica chilena,"rgb(168, 136, 153)",2566px,1097px,100%,20211202
boston electronic,"rgb(170, 135, 142)",2064px,1135px,100%,20211202
melodic groove metal,"rgb(238, 71, 40)",4366px,188px,101%,20211202
slam death metal,"rgb(234, 59, 178)",9508px,206px,100%,20211202
maltese metal,"rgb(221, 70, 110)",7978px,103px,100%,20211202
folkmusik,"rgb(89, 156, 46)",15495px,594px,101%,20211202
hard motivation,"rgb(134, 121, 10)",13544px,1029px,101%,20211202
spoken word,"rgb(121, 123, 18)",12127px,1117px,100%,20211202
musica popular mineira,"rgb(110, 150, 36)",14113px,576px,101%,20211202
ukulele,"rgb(107, 153, 91)",13432px,1008px,100%,20211202
recorder,"rgb(37, 170, 110)",18353px,446px,100%,20211202
italian folk,"rgb(122, 145, 24)",12720px,764px,100%,20211202
nova musica maranhense,"rgb(143, 142, 17)",8468px,827px,100%,20211202
french punk,"rgb(216, 93, 23)",5844px,442px,100%,20211202
euskal indie,"rgb(169, 134, 31)",6078px,536px,100%,20211202
deep indie rock,"rgb(163, 131, 38)",7004px,541px,100%,20211202
edmonton indie,"rgb(155, 133, 39)",8962px,536px,103%,20211202
ukrainian rock,"rgb(179, 129, 13)",4883px,750px,101%,20211202
jamtronica,"rgb(183, 131, 114)",6192px,682px,101%,20211202
oth indie,"rgb(143, 141, 38)",9595px,499px,100%,20211202
indonesian post-hardcore,"rgb(206, 97, 39)",5200px,329px,100%,20211202
musica etnica,"rgb(127, 144, 36)",11742px,648px,100%,20211202
europop,"rgb(189, 127, 23)",2686px,771px,113%,20211202
polish post-punk,"rgb(179, 119, 48)",7070px,532px,101%,20211202
panamanian rock,"rgb(194, 119, 25)",5561px,553px,100%,20211202
yugoslav new wave,"rgb(177, 119, 29)",7328px,736px,100%,20211202
indie emo rock,"rgb(177, 122, 39)",9826px,429px,100%,20211202
montenegrin pop,"rgb(182, 125, 9)",5845px,801px,100%,20211202
mizo pop,"rgb(129, 152, 7)",9170px,620px,100%,20211202
indonesian ska,"rgb(186, 132, 32)",4592px,878px,100%,20211202
noise pop,"rgb(178, 112, 91)",9293px,304px,104%,20211202
swiss alternative rock,"rgb(182, 119, 40)",5978px,465px,100%,20211202
neo soul,"rgb(150, 135, 13)",6608px,894px,112%,20211202
deep smooth r&b,"rgb(141, 142, 10)",7427px,904px,100%,20211202
viral rap,"rgb(152, 148, 6)",4248px,1142px,107%,20211202
philly soul,"rgb(148, 126, 12)",10532px,767px,103%,20211202
slovenian folk,"rgb(140, 142, 41)",12212px,975px,100%,20211202
baroque violin,"rgb(34, 166, 58)",18445px,444px,100%,20211202
brazilian techno,"rgb(183, 149, 208)",540px,1304px,100%,20211202
psytech,"rgb(171, 148, 207)",528px,1323px,100%,20211202
house argentino,"rgb(183, 143, 209)",318px,1393px,100%,20211202
liedermacher,"rgb(124, 130, 13)",12608px,876px,102%,20211202
medieval,"rgb(31, 169, 49)",19333px,310px,100%,20211202
swing,"rgb(78, 139, 80)",17904px,904px,105%,20211202
swedish prog,"rgb(126, 137, 57)",13767px,562px,100%,20211202
russian folk,"rgb(90, 139, 28)",17824px,567px,100%,20211202
musica campista,"rgb(157, 132, 21)",9207px,664px,100%,20211202
yiddish folk,"rgb(75, 152, 41)",18166px,936px,100%,20211202
indie cordoba,"rgb(141, 143, 25)",9789px,760px,100%,20211202
darkstep,"rgb(229, 111, 162)",1866px,792px,100%,20211202
haur kantak,"rgb(135, 136, 8)",12152px,1019px,100%,20211202
instrumental rock,"rgb(174, 112, 132)",11136px,415px,102%,20211202
finnish jazz,"rgb(114, 143, 126)",14125px,672px,100%,20211202
polish punk,"rgb(202, 103, 28)",7119px,484px,101%,20211202
a cappella,"rgb(113, 146, 6)",13310px,586px,103%,20211202
canzone siciliane,"rgb(150, 135, 25)",8617px,904px,100%,20211202
lawrence ks indie,"rgb(153, 133, 48)",11074px,492px,100%,20211202
west coast reggae,"rgb(157, 139, 11)",7676px,928px,101%,20211202
taiwanese indigenous,"rgb(97, 154, 23)",14014px,618px,100%,20211202
turin indie,"rgb(168, 129, 51)",7498px,539px,101%,20211202
indonesian pop punk,"rgb(195, 117, 39)",5121px,442px,102%,20211202
gundam,"rgb(148, 136, 75)",7780px,456px,100%,20211202
lgbtq+ hip hop,"rgb(171, 130, 21)",5037px,1034px,110%,20211202
japanese alternative rock,"rgb(188, 116, 27)",6051px,433px,104%,20211202
circus,"rgb(120, 128, 146)",13606px,685px,100%,20211202
vapor pop,"rgb(152, 144, 39)",5808px,648px,102%,20211202
classic hungarian pop,"rgb(170, 125, 17)",6968px,748px,101%,20211202
western mass indie,"rgb(154, 128, 52)",11420px,488px,100%,20211202
lldm,"rgb(119, 146, 16)",13077px,596px,100%,20211202
san antonio rap,"rgb(144, 147, 9)",6464px,1071px,100%,20211202
instrumental soul,"rgb(133, 135, 144)",12273px,993px,101%,20211202
gospel reggae,"rgb(162, 139, 9)",6182px,981px,100%,20211202
gotico brasileiro,"rgb(193, 119, 88)",3771px,427px,100%,20211202
argentine reggae,"rgb(165, 139, 18)",4866px,1034px,103%,20211202
reggae cover,"rgb(151, 145, 43)",4327px,1004px,101%,20211202
rumba,"rgb(136, 141, 67)",12708px,928px,105%,20211202
circuit,"rgb(217, 120, 139)",741px,1160px,101%,20211202
instrumental funk,"rgb(156, 130, 133)",11495px,971px,102%,20211202
musica indigena mexicana,"rgb(129, 150, 40)",11621px,1025px,100%,20211202
batak,"rgb(157, 145, 16)",6838px,550px,101%,20211202
southern soul blues,"rgb(152, 136, 12)",5746px,1032px,100%,20211202
svensk progg,"rgb(133, 136, 33)",12583px,736px,101%,20211202
breton folk,"rgb(123, 150, 74)",13643px,572px,100%,20211202
slovenian rock,"rgb(164, 124, 28)",9331px,579px,100%,20211202
indie paraense,"rgb(135, 146, 41)",7744px,764px,100%,20211202
pianissimo,"rgb(27, 170, 229)",18445px,743px,102%,20211202
guatemalan indie,"rgb(148, 142, 44)",8679px,607px,100%,20211202
himalayan folk,"rgb(80, 163, 78)",15469px,557px,100%,20211202
chinese traditional,"rgb(44, 159, 189)",17439px,190px,100%,20211202
hamburger schule,"rgb(166, 130, 26)",7522px,620px,100%,20211202
argentine rock,"rgb(167, 128, 19)",8740px,641px,109%,20211202
tatar folk,"rgb(85, 160, 27)",15917px,596px,100%,20211202
dublin indie,"rgb(160, 130, 48)",8962px,435px,100%,20211202
ottawa indie,"rgb(162, 128, 47)",8394px,456px,100%,20211202
greek indie,"rgb(131, 143, 36)",10915px,638px,101%,20211202
rock independant francais,"rgb(168, 131, 39)",6348px,550px,101%,20211202
groove gospel,"rgb(147, 140, 31)",9357px,560px,101%,20211202
serbian indie,"rgb(173, 124, 60)",7780px,521px,100%,20211202
indonesian indie pop,"rgb(156, 136, 52)",7327px,557px,100%,20211202
alternative rock,"rgb(179, 112, 51)",9607px,421px,117%,20211202
magyar retro dance,"rgb(189, 123, 38)",3387px,894px,100%,20211202
english baroque,"rgb(40, 161, 90)",18836px,405px,101%,20211202
sinhala rap,"rgb(162, 145, 14)",7612px,1004px,100%,20211202
touken ranbu,"rgb(131, 134, 129)",8356px,302px,100%,20211202
brazilian lo-fi rock,"rgb(171, 116, 114)",9732px,285px,100%,20211202
post-disco,"rgb(171, 117, 22)",5306px,998px,105%,20211202
zhongguo feng,"rgb(147, 150, 30)",6794px,618px,102%,20211202
british experimental,"rgb(128, 116, 148)",12208px,523px,100%,20211202
