genre,color,top,left,font_size,run_date
maltese pop,"rgb(174, 134, 35)",4348px,643px,100%,20211201
viral pop brasileiro,"rgb(148, 150, 10)",9110px,1030px,100%,20211201
indie psych-pop,"rgb(144, 139, 84)",9600px,450px,101%,20211201
ruta destroy,"rgb(177, 136, 155)",1810px,1078px,100%,20211201
new wave,"rgb(183, 116, 40)",4771px,604px,112%,20211201
georgian pop,"rgb(136, 144, 34)",10968px,701px,100%,20211201
australian hardcore,"rgb(226, 78, 69)",9383px,303px,100%,20211201
funana,"rgb(183, 134, 22)",3344px,1111px,100%,20211201
vocal harmony group,"rgb(70, 143, 14)",17670px,910px,101%,20211201
indie liguria,"rgb(180, 131, 100)",4360px,827px,101%,20211201
ambient industrial,"rgb(121, 107, 177)",12092px,322px,100%,20211201
persian electronic,"rgb(151, 150, 151)",2921px,1063px,100%,20211201
folk siciliana,"rgb(117, 148, 27)",12046px,780px,100%,20211201
tongan pop,"rgb(107, 152, 47)",11686px,881px,100%,20211201
disney portugues brasil,"rgb(134, 142, 27)",10033px,752px,100%,20211201
folclore castilla y leon,"rgb(113, 148, 37)",14534px,814px,100%,20211201
estonian pop,"rgb(164, 134, 47)",5989px,704px,101%,20211201
turkish metal,"rgb(199, 103, 63)",6429px,388px,101%,20211201
italian disco,"rgb(189, 128, 50)",1982px,939px,102%,20211201
washington indie,"rgb(142, 130, 58)",12142px,512px,102%,20211201
euroska,"rgb(176, 124, 27)",8354px,976px,100%,20211201
kyushu indie,"rgb(173, 124, 25)",8223px,501px,100%,20211201
psychedelic punk,"rgb(187, 102, 97)",10265px,330px,100%,20211201
bossa nova jazz,"rgb(116, 149, 94)",12266px,891px,100%,20211201
neo soul-jazz,"rgb(140, 139, 22)",6954px,920px,100%,20211201
trance mexicano,"rgb(205, 130, 182)",977px,1170px,100%,20211201
shaabi,"rgb(176, 123, 4)",7408px,850px,101%,20211201
psychedelic rock,"rgb(141, 119, 32)",12144px,709px,110%,20211201
indie canario,"rgb(164, 128, 40)",8478px,588px,100%,20211201
norwegian rock,"rgb(164, 123, 30)",10339px,507px,102%,20211201
future bass,"rgb(175, 138, 78)",5285px,704px,105%,20211201
portuguese early music,"rgb(45, 162, 94)",19374px,307px,100%,20211201
ecuadorian indie,"rgb(149, 140, 55)",7224px,737px,100%,20211201
cdmx indie,"rgb(161, 135, 49)",6172px,541px,100%,20211201
precure,"rgb(167, 129, 77)",5352px,518px,100%,20211201
argentine indie,"rgb(150, 136, 42)",8664px,625px,103%,20211201
orkney and shetland folk,"rgb(101, 162, 81)",16005px,499px,100%,20211201
musica infantil catala,"rgb(110, 150, 34)",12217px,992px,100%,20211201
jungle,"rgb(216, 124, 136)",1557px,1026px,101%,20211201
croatian folk,"rgb(111, 149, 20)",14473px,527px,100%,20211201
turkish deep house,"rgb(180, 143, 83)",1908px,1031px,102%,20211201
jersey club,"rgb(180, 134, 60)",2127px,1168px,100%,20211201
string orchestra,"rgb(42, 168, 144)",18410px,316px,100%,20211201
deep progressive house,"rgb(177, 148, 207)",542px,1224px,100%,20211201
dutch tech house,"rgb(194, 136, 179)",567px,1343px,100%,20211201
alandsk musik,"rgb(128, 141, 57)",12229px,488px,100%,20211201
lounge,"rgb(79, 144, 48)",17194px,666px,109%,20211201
koto,"rgb(55, 168, 177)",19890px,914px,100%,20211201
neru,"rgb(47, 150, 196)",17601px,273px,100%,20211201
rock sergipano,"rgb(186, 112, 41)",8652px,499px,100%,20211201
avant-rock,"rgb(154, 111, 116)",11945px,479px,100%,20211201
deep liquid,"rgb(209, 142, 173)",1298px,1028px,100%,20211201
canti alpini,"rgb(108, 141, 20)",13782px,534px,100%,20211201
brighton indie,"rgb(170, 125, 54)",7664px,458px,102%,20211201
australian electropop,"rgb(174, 139, 45)",3555px,766px,104%,20211201
austrian indie,"rgb(135, 148, 36)",7964px,740px,100%,20211201
vispop,"rgb(146, 141, 17)",9009px,745px,100%,20211201
danish pop rock,"rgb(152, 136, 11)",6704px,764px,102%,20211201
bagpipe,"rgb(137, 125, 137)",12701px,207px,100%,20211201
scottish smallpipe,"rgb(118, 147, 122)",12859px,236px,100%,20211201
french psychedelic,"rgb(163, 139, 97)",6441px,494px,101%,20211201
deep soft rock,"rgb(120, 143, 39)",10376px,706px,100%,20211201
balkan beats,"rgb(179, 130, 73)",3752px,1020px,101%,20211201
vintage hollywood,"rgb(75, 140, 30)",19018px,778px,100%,20211201
bebop,"rgb(86, 145, 110)",17406px,924px,103%,20211201
trecento,"rgb(25, 175, 62)",20034px,249px,100%,20211201
romanian classical piano,"rgb(34, 166, 217)",20340px,550px,100%,20211201
swiss classical piano,"rgb(25, 165, 212)",20378px,426px,100%,20211201
german metal,"rgb(216, 89, 39)",5327px,262px,105%,20211201
california hardcore,"rgb(223, 71, 56)",10534px,282px,101%,20211201
pop rap brasileiro,"rgb(145, 148, 3)",10659px,997px,103%,20211201
buffalo ny metal,"rgb(228, 66, 92)",9921px,240px,101%,20211201
deep norteno,"rgb(178, 140, 5)",9513px,963px,101%,20211201
italian romanticism,"rgb(45, 151, 54)",20095px,345px,101%,20211201
classic moroccan pop,"rgb(170, 121, 29)",12278px,842px,100%,20211201
uk americana,"rgb(124, 145, 13)",12726px,532px,103%,20211201
rock cristao fluminense,"rgb(192, 117, 21)",5785px,322px,100%,20211201
cameroonian hip hop,"rgb(182, 134, 5)",9863px,1056px,100%,20211201
musica pernambucana,"rgb(164, 129, 22)",10672px,891px,100%,20211201
seiyu,"rgb(208, 116, 24)",3053px,456px,101%,20211201
visual kei,"rgb(217, 94, 30)",4242px,284px,103%,20211201
mento,"rgb(138, 124, 18)",14366px,1161px,100%,20211201
ugandan pop,"rgb(193, 136, 6)",5337px,1089px,100%,20211201
charred death,"rgb(222, 68, 110)",7578px,138px,100%,20211201
new england emo,"rgb(180, 116, 32)",7787px,324px,101%,20211201
cumbia ranchera,"rgb(183, 133, 2)",6042px,955px,102%,20211201
brazilian black metal,"rgb(209, 68, 120)",10216px,112px,100%,20211201
punjabi pop,"rgb(196, 126, 5)",7397px,1007px,107%,20211201
north carolina metal,"rgb(209, 88, 80)",9163px,224px,100%,20211201
atmospheric doom,"rgb(162, 119, 127)",9871px,154px,100%,20211201
andalusian classical,"rgb(90, 153, 22)",15978px,569px,100%,20211201
guitarra argentina,"rgb(59, 167, 148)",18939px,1080px,100%,20211201
saraiki pop,"rgb(194, 116, 4)",7987px,871px,100%,20211201
irish metal,"rgb(208, 85, 87)",7602px,177px,101%,20211201
finnish drill,"rgb(145, 153, 10)",4044px,1146px,100%,20211201
cumbia lagunera,"rgb(180, 139, 9)",7185px,1137px,101%,20211201
baps,"rgb(102, 146, 6)",15159px,891px,100%,20211201
baltic classical piano,"rgb(22, 169, 208)",20419px,505px,100%,20211201
canto popular uruguayo,"rgb(108, 150, 15)",15582px,945px,101%,20211201
jamgrass,"rgb(143, 138, 64)",12540px,789px,101%,20211201
southern americana,"rgb(132, 145, 13)",12032px,530px,100%,20211201
dansk comedy,"rgb(151, 103, 2)",14921px,1118px,100%,20211201
doom metal,"rgb(189, 107, 96)",9623px,184px,102%,20211201
new wave of speed metal,"rgb(233, 68, 86)",7554px,157px,100%,20211201
comedia,"rgb(116, 110, 4)",17353px,1157px,100%,20211201
gothenburg metal,"rgb(222, 83, 87)",5833px,204px,101%,20211201
rap francais,"rgb(166, 145, 3)",8177px,1100px,111%,20211201
background jazz,"rgb(64, 163, 177)",17591px,885px,103%,20211201
duranguense,"rgb(170, 143, 3)",7727px,967px,102%,20211201
peruvian hip hop,"rgb(176, 132, 3)",9624px,1123px,101%,20211201
lesotho traditional,"rgb(171, 134, 3)",6380px,818px,100%,20211201
kaba gaida,"rgb(114, 148, 133)",17564px,249px,100%,20211201
surinamese hip hop,"rgb(161, 148, 2)",6653px,1170px,100%,20211201
corridos classicos,"rgb(152, 139, 3)",11934px,1056px,102%,20211201
bloco,"rgb(185, 114, 13)",8849px,922px,100%,20211201
erotica,"rgb(79, 162, 192)",10712px,780px,100%,20211201
demoscene,"rgb(152, 134, 153)",5215px,835px,100%,20211201
american melodeath,"rgb(235, 67, 92)",6008px,177px,100%,20211201
swedish metalcore,"rgb(233, 84, 21)",2656px,205px,101%,20211201
progressive technical death metal,"rgb(226, 76, 138)",8490px,168px,100%,20211201
finnish melodeath,"rgb(222, 93, 86)",4427px,145px,101%,20211201
american primitive,"rgb(89, 162, 191)",15964px,598px,100%,20211201
french folk,"rgb(84, 153, 20)",16005px,811px,100%,20211201
czech contemporary classical,"rgb(35, 159, 121)",19130px,372px,100%,20211201
musicas espiritas,"rgb(84, 161, 77)",14324px,507px,100%,20211201
german indie,"rgb(160, 132, 33)",7161px,666px,103%,20211201
kinderliedjies,"rgb(109, 144, 12)",11623px,994px,100%,20211201
compositional ambient,"rgb(47, 162, 190)",17735px,335px,106%,20211201
romanian indie,"rgb(162, 132, 50)",5702px,557px,100%,20211201
jazz accordion,"rgb(104, 149, 110)",14707px,863px,100%,20211201
andean flute,"rgb(131, 151, 89)",11611px,742px,100%,20211201
indonesian indie,"rgb(161, 133, 36)",7652px,574px,105%,20211201
portuguese folk,"rgb(98, 154, 35)",14263px,576px,100%,20211201
latvian folk,"rgb(101, 151, 32)",13512px,552px,100%,20211201
bergen indie,"rgb(161, 133, 46)",7346px,555px,102%,20211201
baroque,"rgb(43, 164, 118)",18622px,400px,104%,20211201
steelpan,"rgb(137, 138, 155)",10761px,902px,100%,20211201
emo rap,"rgb(145, 150, 19)",5640px,837px,111%,20211201
quiet storm,"rgb(147, 126, 14)",9486px,842px,111%,20211201
musica andina colombiana,"rgb(136, 148, 38)",12083px,1050px,100%,20211201
melodic techno,"rgb(175, 154, 206)",620px,1279px,101%,20211201
minimal tech house,"rgb(175, 143, 197)",580px,1382px,102%,20211201
musica antigua,"rgb(43, 163, 90)",18437px,486px,100%,20211201
russian contemporary classical,"rgb(35, 154, 143)",19549px,353px,100%,20211201
modern performance,"rgb(44, 148, 115)",18380px,360px,100%,20211201
middle eastern traditional,"rgb(101, 149, 107)",17300px,732px,100%,20211201
salon music,"rgb(57, 164, 129)",17300px,456px,100%,20211201
modern string quartet,"rgb(40, 166, 118)",18753px,341px,100%,20211201
swedish tropical house,"rgb(178, 141, 80)",2379px,877px,102%,20211201
black punk,"rgb(204, 89, 48)",8758px,402px,100%,20211201
etherpop,"rgb(131, 146, 57)",9737px,516px,104%,20211201
muziek voor kinderen,"rgb(117, 141, 28)",11364px,1069px,102%,20211201
hard house,"rgb(235, 101, 169)",767px,992px,100%,20211201
rock kapak,"rgb(164, 132, 25)",7064px,579px,102%,20211201
belgian rock,"rgb(153, 133, 35)",7915px,614px,102%,20211201
indie viet,"rgb(112, 152, 29)",11822px,745px,101%,20211201
sotalaulut,"rgb(113, 133, 40)",14571px,761px,100%,20211201
fort worth indie,"rgb(163, 126, 71)",7493px,432px,100%,20211201
australian reggae fusion,"rgb(158, 138, 30)",8433px,848px,102%,20211201
permanent wave,"rgb(170, 120, 33)",8603px,492px,120%,20211201
yowapeda,"rgb(170, 122, 101)",6209px,388px,100%,20211201
beatboxing,"rgb(173, 125, 43)",4612px,1050px,100%,20211201
dark wave,"rgb(180, 120, 88)",3608px,471px,102%,20211201
deep flow,"rgb(168, 126, 39)",6781px,1005px,100%,20211201
smooth jazz,"rgb(137, 143, 116)",8641px,930px,103%,20211201
dutch moombahton,"rgb(181, 135, 64)",2551px,1213px,100%,20211201
tribal house,"rgb(207, 122, 136)",768px,1206px,101%,20211201
hungarian techno,"rgb(189, 132, 197)",595px,1350px,100%,20211201
vintage broadway,"rgb(79, 140, 15)",17459px,787px,100%,20211201
swiss indie,"rgb(150, 134, 19)",8359px,846px,102%,20211201
german classical piano,"rgb(33, 159, 189)",19468px,712px,100%,20211201
slam poetry,"rgb(116, 125, 9)",14108px,1076px,100%,20211201
christmas instrumental,"rgb(70, 163, 172)",15621px,820px,101%,20211201
chilean rock,"rgb(160, 129, 22)",8861px,740px,104%,20211201
early avant garde,"rgb(17, 168, 199)",19585px,778px,101%,20211201
british brass band,"rgb(59, 143, 207)",19301px,358px,100%,20211201
russian modern classical,"rgb(40, 149, 162)",19427px,390px,101%,20211201
russian jazz,"rgb(90, 141, 88)",16361px,761px,100%,20211201
balkan drill,"rgb(157, 147, 13)",5137px,988px,100%,20211201
raga rock,"rgb(129, 136, 114)",12265px,461px,100%,20211201
tropical house,"rgb(193, 134, 53)",2349px,877px,123%,20211201
czech indie,"rgb(147, 136, 59)",8198px,536px,100%,20211201
pinoy reggae,"rgb(156, 130, 16)",8408px,850px,102%,20211201
bass trap,"rgb(190, 136, 69)",2956px,844px,106%,20211201
austrian hip hop,"rgb(174, 128, 23)",8189px,978px,100%,20211201
electro swing,"rgb(178, 130, 81)",2815px,1101px,102%,20211201
libyan pop,"rgb(174, 119, 22)",7941px,852px,100%,20211201
acid jazz,"rgb(172, 124, 89)",4678px,996px,100%,20211201
burundian traditional,"rgb(112, 129, 83)",13414px,1175px,100%,20211201
marimba mexicana,"rgb(151, 143, 87)",11314px,1120px,100%,20211201
russian electronic,"rgb(161, 143, 160)",3238px,945px,102%,20211201
uk experimental electronic,"rgb(146, 131, 172)",8194px,640px,101%,20211201
irish folk,"rgb(96, 151, 24)",15212px,666px,102%,20211201
vaudeville,"rgb(70, 145, 35)",19097px,1048px,100%,20211201
neo-pagan,"rgb(99, 152, 41)",13635px,622px,100%,20211201
kenyan traditional,"rgb(83, 143, 31)",16190px,1076px,100%,20211201
yuri,"rgb(178, 127, 93)",5009px,588px,100%,20211201
shimmer pop,"rgb(166, 136, 49)",4665px,571px,105%,20211201
vaikiskos dainos,"rgb(131, 148, 21)",10339px,1045px,100%,20211201
skramz,"rgb(196, 94, 111)",10435px,260px,100%,20211201
limerick indie,"rgb(158, 128, 35)",8083px,444px,100%,20211201
classic french pop,"rgb(154, 132, 12)",9009px,809px,101%,20211201
chaotic black metal,"rgb(195, 72, 156)",10179px,105px,100%,20211201
deep neo-synthpop,"rgb(191, 130, 73)",1771px,720px,100%,20211201
djembe,"rgb(154, 122, 155)",14313px,1265px,100%,20211201
tatar pop,"rgb(180, 136, 5)",5379px,722px,101%,20211201
villancicos,"rgb(130, 139, 41)",10721px,904px,100%,20211201
italo house,"rgb(195, 123, 97)",1471px,1098px,100%,20211201
funky breaks,"rgb(197, 123, 114)",1495px,1159px,100%,20211201
memphis soul,"rgb(122, 133, 23)",12415px,883px,104%,20211201
virginia hip hop,"rgb(164, 125, 15)",7752px,1076px,102%,20211201
bornehistorier,"rgb(84, 122, 4)",15344px,1109px,100%,20211201
brazilian percussion,"rgb(176, 120, 67)",11326px,1039px,100%,20211201
native american hip hop,"rgb(166, 130, 14)",7147px,1018px,100%,20211201
musique concrete,"rgb(74, 113, 118)",17286px,420px,100%,20211201
hollywood,"rgb(93, 141, 22)",15858px,557px,108%,20211201
irish gaelic folk,"rgb(47, 171, 20)",18225px,596px,100%,20211201
steampunk,"rgb(149, 128, 44)",9352px,586px,101%,20211201
lds,"rgb(69, 156, 80)",16190px,430px,101%,20211201
deep pop edm,"rgb(189, 138, 48)",2278px,835px,102%,20211201
folk cantabria,"rgb(119, 142, 24)",14498px,657px,100%,20211201
nyc pop,"rgb(141, 143, 19)",7952px,780px,104%,20211201
italian occult psychedelia,"rgb(134, 119, 177)",11786px,258px,100%,20211201
classic romanian pop,"rgb(187, 129, 25)",2599px,990px,100%,20211201
denton tx indie,"rgb(162, 124, 59)",10301px,406px,101%,20211201
korean mask singer,"rgb(142, 151, 35)",8923px,640px,101%,20211201
swedish post-punk,"rgb(186, 112, 48)",7518px,454px,100%,20211201
turkish edm,"rgb(191, 141, 94)",1557px,1130px,102%,20211201
nyahbinghi,"rgb(135, 130, 70)",9686px,1132px,100%,20211201
jazz rap,"rgb(165, 119, 47)",5950px,1109px,103%,20211201
oriental classical,"rgb(36, 160, 144)",19288px,360px,100%,20211201
disney italiano,"rgb(92, 143, 7)",16005px,674px,100%,20211201
american 21st century classical,"rgb(42, 160, 126)",18878px,324px,100%,20211201
celtic,"rgb(103, 150, 36)",14461px,606px,103%,20211201
dutch edm,"rgb(211, 124, 98)",1745px,861px,106%,20211201
indie tico,"rgb(150, 137, 65)",8441px,534px,100%,20211201
latin alternative,"rgb(175, 128, 18)",6206px,778px,114%,20211201
romanian rock,"rgb(164, 134, 26)",6689px,617px,100%,20211201
chalga,"rgb(193, 130, 29)",2956px,937px,101%,20211201
reading indie,"rgb(176, 125, 51)",5178px,392px,101%,20211201
armenian folk,"rgb(149, 138, 46)",10798px,666px,100%,20211201
punk euskera,"rgb(225, 91, 31)",5266px,444px,100%,20211201
pop electronico,"rgb(173, 138, 44)",3291px,814px,102%,20211201
reggae rock,"rgb(165, 136, 17)",6116px,963px,103%,20211201
muzica ardeleneasca,"rgb(111, 157, 11)",15633px,593px,100%,20211201
coventry indie,"rgb(187, 113, 26)",4269px,564px,100%,20211201
arab groove,"rgb(141, 138, 48)",10438px,842px,100%,20211201
electronica peruana,"rgb(191, 137, 170)",793px,1367px,100%,20211201
german worship,"rgb(127, 136, 9)",11290px,789px,101%,20211201
samba paulista,"rgb(150, 134, 5)",11932px,879px,101%,20211201
red dirt,"rgb(160, 137, 4)",7738px,523px,102%,20211201
talentkonkurranse,"rgb(127, 147, 6)",11798px,536px,100%,20211201
euskal metal,"rgb(220, 89, 54)",5229px,295px,100%,20211201
twoubadou,"rgb(160, 141, 9)",8728px,959px,100%,20211201
chamame,"rgb(127, 143, 17)",14015px,1022px,101%,20211201
deutschrock,"rgb(222, 94, 11)",5440px,370px,101%,20211201
assamese pop,"rgb(160, 139, 9)",11005px,764px,101%,20211201
russian thrash metal,"rgb(228, 82, 45)",4625px,326px,100%,20211201
deep power-pop punk,"rgb(219, 87, 27)",7591px,324px,100%,20211201
riddim,"rgb(185, 136, 5)",10782px,1100px,101%,20211201
trap tuga,"rgb(147, 152, 12)",10439px,1080px,101%,20211201
irish drill,"rgb(150, 139, 11)",5917px,1245px,100%,20211201
clean comedy,"rgb(159, 73, 4)",16983px,992px,101%,20211201
salsa urbana,"rgb(206, 132, 11)",7015px,1048px,100%,20211201
classic punjabi pop,"rgb(185, 117, 9)",11414px,992px,100%,20211201
metallic hardcore,"rgb(230, 78, 58)",8639px,275px,101%,20211201
metal paranaense,"rgb(217, 80, 93)",8453px,220px,100%,20211201
christian symphonic metal,"rgb(187, 107, 66)",7689px,186px,100%,20211201
mexican pop punk,"rgb(212, 104, 11)",4533px,339px,102%,20211201
australian metal,"rgb(217, 79, 89)",7064px,187px,100%,20211201
hard rock mexicano,"rgb(197, 111, 28)",5984px,341px,100%,20211201
usbm,"rgb(202, 61, 170)",10496px,58px,100%,20211201
izvorna muzika,"rgb(187, 122, 6)",12776px,844px,100%,20211201
dancehall,"rgb(179, 136, 3)",9013px,1114px,106%,20211201
baglama,"rgb(111, 152, 32)",15092px,725px,101%,20211201
czech metal,"rgb(223, 89, 63)",6090px,268px,100%,20211201
trap dominicano,"rgb(174, 141, 2)",7803px,1136px,102%,20211201
funk bh,"rgb(146, 150, 2)",9925px,1279px,104%,20211201
classical soprano,"rgb(46, 158, 28)",20071px,347px,100%,20211201
canadian comedy,"rgb(144, 81, 7)",17327px,1091px,100%,20211201
boy soprano,"rgb(28, 171, 57)",19973px,275px,100%,20211201
folclore jujeno,"rgb(120, 149, 21)",14051px,937px,100%,20211201
puerto rican folk,"rgb(142, 136, 13)",13868px,994px,100%,20211201
spanish metal,"rgb(214, 98, 27)",5587px,318px,102%,20211201
guatemalan metal,"rgb(205, 89, 79)",8819px,229px,100%,20211201
rap algerien,"rgb(165, 136, 2)",9098px,1067px,102%,20211201
swiss metal,"rgb(217, 85, 75)",5664px,216px,101%,20211201
albanian iso polyphony,"rgb(78, 150, 4)",19622px,314px,100%,20211201
metal gaucho,"rgb(222, 75, 74)",7383px,229px,100%,20211201
glam metal,"rgb(206, 96, 22)",7137px,309px,108%,20211201
musica wixarika,"rgb(144, 157, 7)",11301px,1103px,100%,20211201
funk consciente,"rgb(160, 147, 1)",7309px,1284px,103%,20211201
speedrun,"rgb(140, 147, 180)",5298px,768px,104%,20211201
doujin,"rgb(180, 129, 98)",3832px,789px,100%,20211201
electronica chilena,"rgb(168, 137, 153)",2563px,1098px,100%,20211201
boston electronic,"rgb(170, 135, 142)",2062px,1136px,100%,20211201
melodic groove metal,"rgb(238, 71, 40)",4373px,191px,101%,20211201
hard motivation,"rgb(134, 121, 10)",13523px,1030px,101%,20211201
dark cabaret,"rgb(136, 134, 36)",12489px,604px,101%,20211201
spoken word,"rgb(121, 123, 18)",12241px,1118px,100%,20211201
musica popular mineira,"rgb(110, 150, 36)",14185px,579px,101%,20211201
euskal indie,"rgb(169, 134, 31)",6001px,539px,100%,20211201
ukulele,"rgb(107, 152, 89)",13400px,1005px,100%,20211201
french punk,"rgb(216, 93, 23)",5850px,444px,100%,20211201
italian folk,"rgb(122, 145, 24)",12625px,766px,100%,20211201
rap galego,"rgb(186, 123, 13)",6854px,908px,100%,20211201
latin christian,"rgb(150, 140, 19)",8490px,650px,105%,20211201
nova musica maranhense,"rgb(143, 142, 17)",8396px,829px,100%,20211201
recorder,"rgb(37, 170, 109)",18331px,448px,100%,20211201
indonesian post-hardcore,"rgb(206, 97, 39)",5166px,331px,100%,20211201
edmonton indie,"rgb(155, 133, 39)",8872px,539px,103%,20211201
jamtronica,"rgb(183, 131, 114)",6128px,683px,101%,20211201
serbian indie,"rgb(173, 124, 60)",7713px,523px,100%,20211201
yugoslav new wave,"rgb(177, 119, 29)",7322px,737px,100%,20211201
indie emo rock,"rgb(177, 122, 39)",9457px,432px,100%,20211201
polish post-punk,"rgb(179, 119, 48)",7285px,534px,101%,20211201
montenegrin pop,"rgb(182, 125, 9)",5813px,803px,100%,20211201
indie rock italiano,"rgb(180, 123, 52)",6916px,512px,105%,20211201
mizo pop,"rgb(130, 152, 7)",8935px,620px,100%,20211201
indie r&b,"rgb(139, 137, 21)",9946px,839px,109%,20211201
indonesian ska,"rgb(186, 132, 32)",4586px,879px,100%,20211201
swiss alternative rock,"rgb(182, 119, 40)",5951px,467px,100%,20211201
philly soul,"rgb(148, 126, 12)",10413px,768px,103%,20211201
deep smooth r&b,"rgb(141, 142, 10)",7123px,906px,100%,20211201
viral rap,"rgb(152, 148, 6)",4269px,1143px,107%,20211201
slovenian folk,"rgb(140, 142, 41)",12180px,976px,100%,20211201
brazilian techno,"rgb(183, 149, 208)",529px,1305px,100%,20211201
house argentino,"rgb(183, 143, 209)",317px,1393px,100%,20211201
norwegian contemporary jazz,"rgb(78, 147, 124)",14928px,646px,100%,20211201
medieval,"rgb(31, 169, 49)",19313px,312px,100%,20211201
liedermacher,"rgb(124, 130, 13)",12515px,877px,102%,20211201
swing,"rgb(78, 139, 80)",17882px,906px,105%,20211201
russian folk,"rgb(90, 139, 28)",17776px,571px,100%,20211201
yiddish folk,"rgb(75, 152, 41)",18144px,937px,100%,20211201
haur kantak,"rgb(135, 136, 8)",12046px,1020px,100%,20211201
finnish jazz,"rgb(114, 143, 126)",14063px,674px,100%,20211201
indie cordoba,"rgb(141, 143, 25)",9701px,761px,100%,20211201
instrumental rock,"rgb(174, 112, 132)",11176px,418px,102%,20211201
deep vocal house,"rgb(202, 123, 48)",1441px,947px,100%,20211201
polish punk,"rgb(202, 103, 28)",7223px,486px,101%,20211201
a cappella,"rgb(113, 146, 6)",13486px,591px,103%,20211201
canzone siciliane,"rgb(150, 135, 25)",8592px,906px,100%,20211201
taiwanese indigenous,"rgb(97, 154, 23)",14112px,620px,100%,20211201
west coast reggae,"rgb(158, 139, 12)",7435px,924px,101%,20211201
turin indie,"rgb(168, 129, 51)",7640px,541px,101%,20211201
lawrence ks indie,"rgb(153, 133, 48)",11115px,494px,100%,20211201
funk das antigas,"rgb(196, 116, 11)",3488px,1155px,102%,20211201
indonesian pop punk,"rgb(195, 117, 39)",5119px,444px,102%,20211201
lgbtq+ hip hop,"rgb(171, 130, 21)",5033px,1035px,110%,20211201
greek indie,"rgb(130, 143, 36)",10932px,637px,101%,20211201
canadian psychedelic,"rgb(142, 132, 57)",12601px,569px,100%,20211201
vapor pop,"rgb(152, 143, 39)",5776px,650px,102%,20211201
circus,"rgb(120, 128, 146)",13486px,686px,100%,20211201
gundam,"rgb(148, 136, 75)",7652px,456px,100%,20211201
western mass indie,"rgb(154, 128, 52)",11450px,490px,100%,20211201
argentine reggae,"rgb(165, 139, 18)",4859px,1035px,103%,20211201
gotico brasileiro,"rgb(193, 119, 88)",3767px,430px,100%,20211201
instrumental soul,"rgb(133, 135, 144)",12229px,994px,101%,20211201
lldm,"rgb(119, 146, 16)",13117px,598px,100%,20211201
noise pop,"rgb(178, 112, 92)",9408px,312px,104%,20211201
gospel reggae,"rgb(162, 139, 9)",6067px,982px,100%,20211201
musica indigena mexicana,"rgb(129, 150, 40)",11489px,1026px,100%,20211201
instrumental funk,"rgb(156, 130, 133)",11501px,973px,102%,20211201
circuit,"rgb(217, 120, 139)",740px,1161px,101%,20211201
reggae cover,"rgb(151, 145, 44)",4322px,1005px,101%,20211201
baroque violin,"rgb(34, 166, 57)",18343px,444px,100%,20211201
southern soul blues,"rgb(152, 136, 12)",5651px,1033px,100%,20211201
funky tech house,"rgb(214, 121, 152)",502px,1277px,101%,20211201
musica campista,"rgb(157, 132, 21)",9077px,666px,100%,20211201
harp,"rgb(60, 169, 163)",17617px,768px,100%,20211201
svensk progg,"rgb(133, 136, 33)",12589px,737px,101%,20211201
classic finnish rock,"rgb(141, 132, 15)",12058px,698px,101%,20211201
himalayan folk,"rgb(80, 163, 78)",15450px,559px,100%,20211201
indie paraense,"rgb(135, 146, 41)",7566px,766px,100%,20211201
slovenian rock,"rgb(164, 124, 28)",9285px,581px,100%,20211201
hamburger schule,"rgb(166, 130, 26)",7260px,622px,100%,20211201
guatemalan indie,"rgb(148, 142, 44)",8652px,609px,100%,20211201
argentine rock,"rgb(167, 128, 19)",8676px,646px,109%,20211201
pianissimo,"rgb(27, 170, 229)",18437px,745px,102%,20211201
tatar folk,"rgb(85, 160, 27)",15885px,598px,100%,20211201
dublin indie,"rgb(160, 130, 48)",8967px,438px,100%,20211201
indonesian indie pop,"rgb(156, 136, 52)",7248px,559px,100%,20211201
ottawa indie,"rgb(162, 128, 47)",8416px,458px,100%,20211201
magyar retro dance,"rgb(189, 123, 38)",3409px,898px,100%,20211201
oth indie,"rgb(142, 141, 37)",9315px,503px,100%,20211201
deep indie rock,"rgb(163, 131, 38)",7015px,543px,100%,20211201
rock,"rgb(178, 112, 29)",10243px,492px,136%,20211201
groove gospel,"rgb(147, 140, 31)",9339px,562px,101%,20211201
rock independant francais,"rgb(168, 131, 39)",6478px,552px,101%,20211201
sinhala rap,"rgb(161, 145, 14)",7497px,1005px,100%,20211201
english baroque,"rgb(40, 161, 90)",18817px,408px,101%,20211201
musica alagoana,"rgb(136, 145, 17)",10008px,881px,101%,20211201
brazilian lo-fi rock,"rgb(171, 116, 114)",9958px,288px,100%,20211201
touken ranbu,"rgb(132, 134, 128)",8405px,305px,100%,20211201
spanish post-punk,"rgb(192, 112, 86)",5714px,335px,100%,20211201
post-disco,"rgb(171, 117, 22)",5272px,999px,105%,20211201
reggae gaucho,"rgb(160, 140, 12)",5470px,997px,101%,20211201
zhongguo feng,"rgb(147, 150, 31)",6781px,620px,102%,20211201
early reggae,"rgb(131, 141, 48)",9699px,1155px,100%,20211201
british experimental,"rgb(128, 116, 148)",12179px,525px,100%,20211201
portuguese contemporary classical,"rgb(40, 160, 130)",19004px,434px,100%,20211201
torch song,"rgb(65, 150, 13)",18278px,766px,103%,20211201
orchestral performance,"rgb(43, 150, 132)",19203px,366px,100%,20211201
